"标题","摘要","作者","链接","发表时间","","",""
"用於使皮肤回春之胜肽及其使用方法","摘要：本发明提供用於刺激一或多种细胞外基质组分形成之组成物,该组成物含有三胜肽肌肽(诸如N-辛醯肌肽)之脂胺基酸衍生物。本发明亦提供含有N-辛醯肌肽与选定之三胜肽及/或四胜肽之组成物,以及含有这类组成物之药学及/或化妆品组成物。本发明进一步提供使用该组成物及本发明之组成物来治疗、减轻及/或改善皮肤或黏膜之症状、病况、失调或疾病的方法,其中该症状、病况、失调或疾病与细胞外基质组分中之变化有关。","尼欧科提斯股份有限公司","https://www.wanxiangyun.net/search/detail?id=tw20140107248","2015","","",""
"氨基酸N-酰化衍生物和多元醇的酯作为用于人皮肤的抗老化剂的用途","摘要：本发明涉及具有以下式(I’)的化合物为了防止或减缓人皮肤或嘴唇出现老化迹象或者根除这些迹象的用途:R’ O CH2 CH(OH) [CH2 O CH2]s [CH(OH)]p CH2 O R”(I’),式(I’),其中s等于0或1,并且p等于0、1、2或3,R’和R”相同或不同,表示氢原子或者具有式(II’a)的单价基团或者具有式(II’b)的单价基团。本发明涉及一种新颖的产品、新颖的组合物和化妆方法①","化工产品开发公司SEPPIC","https://www.wanxiangyun.net/search/detail?id=cn201580055401","2017","","",""
"香料组合物","摘要：提出一种香料组合物,含有或由以下成分组成(a)3,6 二甲基 3H 1 苯并呋喃 2 酮和(b)一种化妆品可接受的载体,向各种类型的底物提供一种椰子香味。","西姆莱斯股份公司","https://www.wanxiangyun.net/search/detail?id=cn201680070056","2018","","",""
"可用于治疗和/或护理皮肤、毛发、指甲和/或粘膜的化合物","摘要：一种式(I)R1 Wm Xn AA1 AA2 AA3 AA4 AA5 AA6 AA7 AA8 AA9 Yp Zq R2化合物,其中AA1是Phe;AA2是Trp;AA3选自由Met、Leu和Ile组成的组;AA4选自由Lys、Arg和Gln组成的组;AA5是Arg;AA6是Lys;AA7选自由Arg、Lys和His组成的组;AA8选自由Val、Ile、Leu和Met组成的组;并且AA9是Pro,所述化合物可用于治疗和/或护理皮肤、毛发、指甲和/或粘膜,具体地用于改善皮肤屏障功能、用于供给皮肤能量和用作抗衰老剂。","路博润先进材料公司","https://www.wanxiangyun.net/search/detail?id=cn201880053485","2020","","",""
"欧蓍草鲜榨植物汁浓缩物、制造和应用","摘要：本发明涉及一种欧蓍草鲜榨植物汁浓缩物和一种用于制造这种欧蓍草鲜榨植物汁浓缩物的温和方法。欧蓍草鲜榨植物汁浓缩物在化妆品组合物、药用组合物、食品组合物或膳食补充剂中使用。本发明还涉及一种欧蓍草的使用的新的观点。本发明提供一种欧蓍草用于刺激热休克蛋白和/或抗微生物肽在皮肤细胞中的表达的应用。此外,描述一种欧蓍草用于提高皮肤的耐热性的应用。","西姆莱斯有限公司","https://www.wanxiangyun.net/search/detail?id=cn201780090111","2019","","",""
"持久的固体化妆品组合物","摘要：本发明的目的是固体化妆品组合物,其包含至少15重量%的挥发性液体脂肪相、40重量% 85重量%的包含用金属皂表面处理的球形填料的粉末相。本发明还涉及制备这种固体化妆品组合物的方法,并涉及使用该固体化妆品组合物化妆皮肤或唇的方法。","香奈儿香水美妆品公司","https://www.wanxiangyun.net/search/detail?id=cn202010633795","2021","","",""
"包含有益剂的芯-壳包封的组合物","摘要：描述了包封的组合物,其包含至少一种芯 壳微胶囊。所述至少一种芯 壳微胶囊包含芯和围绕芯的壳,所述芯包含至少一种有益剂。所述壳包含聚合物稳定剂,所述聚合物稳定剂通过聚合物表面活性剂与至少一种氨基硅烷的的结合来形成。还公开了制备包封的组合物的方法以及这种包封的组合物在增强消费品中香料和/或化妆品成分的性能中的用途。","奇华顿股份有限公司","https://www.wanxiangyun.net/search/detail?id=cn202080037248","2021","","",""
"评估物质或组合物预防、减缓或消除皮肤或嘴唇老化迹象的能力的方法","摘要：本发明涉及一种评估化学物质(S)或化学组合物(C)预防或减缓人皮肤或嘴唇衰老迹象的出现或甚至消除所述迹象的能力的方法;所述方法包括: 步骤a)使该化学物质或该化学组合物与从培养基获取的处于R6传代的“年轻”人真皮的成纤维细胞接触; 步骤b)使该人真皮的成纤维细胞的衰老细胞与来自步骤a)的“年轻”成纤维细胞接触;以及 步骤c)测量“年轻”成纤维细胞的衰老输入,并将其与参考值进行比较①","化工产品开发公司SEPPIC
									;,海洋生物技术公司","https://www.wanxiangyun.net/search/detail?id=cn201980069878","2021","","",""
"包封的组合物","摘要：描述了包封的组合物,其包含至少一种芯 壳微胶囊。所述至少一种芯 壳微胶囊包含芯和围绕芯的壳,所述芯包含至少一种香料和/或化妆品成分。所述壳包含聚合物稳定剂,所述聚合物稳定剂通过聚合物表面活性剂与所述至少一种双齿氨基硅烷的结合来形成。还公开了制备包封的组合物的方法以及这种包封的组合物在增强消费品中香料和/或化妆品成分的性能中的用途。","奇华顿股份有限公司","https://www.wanxiangyun.net/search/detail?id=cn202080025948","2021","","",""
"化妆品","摘要：本发明提供一种化妆品,其含有菊粉组合物,该组合物中的全菊粉的平均聚合度为13~23,全部菊粉100质量%中,含有95质量%以上的聚合度为5~29的菊粉。","日本精化株式会社","https://www.wanxiangyun.net/search/detail?id=cn201880099362","2021","","",""
"新的糖衍生物胶凝剂","摘要：本发明的课题是提供包含糖衍生物的新的胶凝剂。本发明的解决问题的方法是包含下述式(1)或式(2)所示的化合物的胶凝剂。[式中,R1表示碳原子数9~20的直链状或支链状的烷基、碳原子数13~20的环状的烷基、或碳原子数9~20的直链状或支链状的烯基,R2表示氢原子、碳原子数1~10的直链状或支链状的烷基、或可以具有取代基的芳基,R3和R4表示羟基]。","国立大学法人九州大学
									;,公益财团法人九州先端科学技术研究所
									;,日产化学工业株式会社","https://www.wanxiangyun.net/search/detail?id=cn201680062408","2018","","",""
"化妆品组合物及其用于使皮肤紧致的方法","摘要：本发明一般涉及用于处理皮肤的使用方法和组合物。所述组合物包含刺阿干树仁提取物、莳萝提取物、疑拟香桃木果提取物和秘鲁巴豆提取物和/或桑果提取物的组合。该组合可用于制造局部用皮肤组合物,以减少松弛、下垂和/或松垂的皮肤的外观,和/或改善面部轮廓。","玫琳凯有限公司","https://www.wanxiangyun.net/search/detail?id=cn201880039456","2020","","",""
"COSMETIC BIOPHOTONIC COMPOSITIONS","摘要：本发明提供化妆品组合物和使用化妆品组合物的方法。具体而言，本发明的化妆品组合物包括一个或多个与皮肤学上可接受的载体相关联的生色团。本发明的化妆品生物光子组合物和方法可用于皮肤再生和/或皮肤调理。","KLOX TECHNOLOGIES INC","https://www.wanxiangyun.net/search/detail?id=hk20150109533","2016","","",""
"局部用组合物","摘要：本发明一般地涉及用于局部用组合物的组合物,其包含密罗木提取物、糖类同分异构体、交替单胞菌发酵产物提取物和/或仙人果果实提取物。本发明还涉及使用组合物改善皮肤外观和皮肤状况的方法。","玫琳凯有限公司","https://www.wanxiangyun.net/search/detail?id=cn201980023681","2020","","",""
"个人护理组合物","摘要：公开了个人护理组合物,其包含具有天然来源且从植物获得的纤维材料。所述纤维材料包含微米级和/或纳米级原纤附聚物。该组合物在施用期间和之后显示出令人愉快的皮肤感觉和舒适性,以及快速干燥并快速吸收到皮肤中。所获得的组合物还特别良好地适用于将化妆品和药物活性物质表面递送到皮肤中。此外,公开了用于获得所述个人护理组合物的方法。","魏德曼控股股份公司","https://www.wanxiangyun.net/search/detail?id=cn201880023172","2019","","",""
"用有益剂和装置处理皮肤的方法","摘要：本发明的特征在于一种将皮肤有益剂施加到大片皮肤的方法,该方法包括:(a)使大片皮肤接触皮肤有益剂;和(b)使所述大片皮肤上的皮肤有益剂接触一种对皮肤的输出功率大于约0.2W的装置,该装置包括:具有可接触皮肤的表面的可接触皮肤的元件;电动机;以及将电动机产生的机械能转移到可接触皮肤的元件从而使可接触皮肤的表面周期性运动的转移件;其中,所述可接触皮肤的表面接触所述皮肤有益剂⊙","强生消费者公司","https://www.wanxiangyun.net/search/detail?id=cn201010159825","2010","","",""
"一种将机械能输送到大片皮肤上的装置","摘要：本发明的特征在于一种将皮肤有益剂施加到大片皮肤的方法,该方法包括:(a)使大片皮肤接触皮肤有益剂;和(b)使所述大片皮肤上的皮肤有益剂接触一种对皮肤的输出功率大于约0.2W的装置,该装置包括:具有可接触皮肤的表面的可接触皮肤的元件;电动机;以及将电动机产生的机械能转移到可接触皮肤的元件从而使可接触皮肤的表面周期性运动的转移件;其中,所述可接触皮肤的表面接触所述皮肤有益剂。","强生消费者公司","https://www.wanxiangyun.net/search/detail?id=cn200480038929","2008","","",""
"UV滤光剂的液态透明混合物","摘要：提出一种UV滤光剂的液态透明共混物,其含有,由以下成分或基本由以下成分组成:(a)至少一种固态UVA滤光剂,溶解于(b)至少一种液态UVB滤光剂,其中所述共混物,当测量含有10mg/l所述共混物的乙醇溶液时,在290 360nm范围内显示出线性—+/ 10%变量—UV吸收曲线,并且所述固态UVA滤光剂选自组包括阿伏苯宗、Bemotrizinol及其混合物。","西姆莱斯股份公司","https://www.wanxiangyun.net/search/detail?id=cn201880099292","2021","","",""
"保湿剂","摘要：本发明涉及一种保湿剂,其含有每1分子肌醇结合有3个以上单糖单元的糖的肌醇衍生物作为有效成分。","昭和电工株式会社","https://www.wanxiangyun.net/search/detail?id=cn201580060407","2017","","",""
"抑制被激活受体的肽及其在化妆品组合物或药物组合物中的用途","摘要：本发明涉及具有通式(I)R1 Wn Xm AA1 AA2 AA3 AA4 AA5 AA6 Yp Zq R2的肽、包含所述肽的化妆品组合物、制备所述肽的方法以及其用于治疗和/或预防搔痒、炎症、疼痛、呼吸道的疾病和/或障碍的用途。","利普泰股份公司","https://www.wanxiangyun.net/search/detail?id=cn201280060507","2014","","",""
"【Title of corresponding document：CN104473966A】 Electricity-generating particulates and the use thereof","摘要：本发明公开了一种发电微粒及其用途。本发明的特征在于一种包括第一导电材料和第二导电材料的电偶颗粒，其中第一导电材料和第二导电材料都暴露在颗粒的表面上，其中颗粒的粒径从约10纳米到约100微米，其中，第二导电材料占颗粒总重量的约0.01%至约10%（按重量计），其中第一导电材料和第二导电材料的标准电位差至少约为0.2 V","无","https://www.wanxiangyun.net/search/detail?id=hk20110103487","2011","","",""
"包含聚甘油酯的自可逆反相胶乳,其作为增稠剂的用途,以及包含其的化妆品组合物","摘要：本发明涉及一种自可逆反相胶乳,该自可逆反相胶乳包含:作为反相剂的聚甘油脂家族的表面活性剂物种,其烷基链具有从8至18个碳原子,其中聚甘油具有1至10个甘油单元;以及其作为增稠剂和/或乳化剂和/或稳定剂用于化妆品、皮肤药物或药物局部用组合物的用途以及包含其的化妆品、皮肤药物或药物局部用组合物。还披露了表面活性剂组合物,这些表面活性剂组合物包含聚甘油酯,其烷基链具有从8至18个碳原子,以及具有1至10个甘油单元的聚甘油。","化工产品开发公司SEPPIC","https://www.wanxiangyun.net/search/detail?id=cn201980033098","2020","","",""
